gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
3353661425				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665269	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665269	XC665269		Sreekumar Chirukandoth					Male	Adult			song						PRESENT	field recording					has background sounds: Eudynamys scolopaceus|Cinnyris asiaticus|Pycnonotus jocosus|Orthotomus sutorius																	2021-01-24	10:00	24	24	2021	1	24	2021-01-24						See details here ,https://ebird.org/checklist/S79797504>; animal seen:yes; playback used:no					ASIA				IN				Nallambakkam, Kanchipuram, Tamil Nadu		50 m							12.8058	80.1119																																																		Psilopogon haemacephalus (P.L.S.Müller, 1776)							Animalia|PICIFORMES|Megalaimidae	Animalia	Chordata	Aves	Piciformes		Megalaimidae				Psilopogon	Psilopogon			haemacephalus			SPECIES		Coppersmith Barbet	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:35.692Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	7691806	7691806	1	44	212	724	3242200	2478743		7691806	Psilopogon haemacephalus	Psilopogon haemacephalus (P.L.S.Müller, 1776)	Psilopogon haemacephalus		DWC_ARCHIVE	2025-06-12T13:57:35.692Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353660435				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665315	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665315	XC665315		Sreekumar Chirukandoth					Indeterminate	Adult			song, begging call						PRESENT	field recording					has background sounds: Corvus splendens																	2020-09-27	10:00	271	271	2020	9	27	2020-09-27						Adult song <https://ebird.org/checklist/S74115023>; animal seen:yes; playback used:no					ASIA				IN				Nallambakkam, Kanchipuram, Tamil Nadu		40 m							12.8057	80.1173																																																		Tachybaptus ruficollis (Pallas, 1764)							Animalia|PODICIPEDIFORMES|Podicipedidae	Animalia	Chordata	Aves	Podicipediformes		Podicipedidae				Tachybaptus	Tachybaptus			ruficollis			SPECIES		Little Grebe	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:55:58.080Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2482048	2482048	1	44	212	7191588	9338	2482040		2482048	Tachybaptus ruficollis	Tachybaptus ruficollis (Pallas, 1764)	Tachybaptus ruficollis		DWC_ARCHIVE	2025-06-12T13:55:58.080Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353660433				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665270	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665270	XC665270		Sreekumar Chirukandoth					Male	Adult			song						PRESENT	field recording					has background sounds: Pycnonotus jocosus|Orthotomus sutorius|Leptocoma zeylonica																	2021-01-24	10:00	24	24	2021	1	24	2021-01-24						See details here ,https://ebird.org/checklist/S79797504>; animal seen:yes; playback used:no					ASIA				IN				Nallambakkam, Kanchipuram, Tamil Nadu		50 m							12.8058	80.1119																																																		Psilopogon haemacephalus (P.L.S.Müller, 1776)							Animalia|PICIFORMES|Megalaimidae	Animalia	Chordata	Aves	Piciformes		Megalaimidae				Psilopogon	Psilopogon			haemacephalus			SPECIES		Coppersmith Barbet	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:36.135Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	7691806	7691806	1	44	212	724	3242200	2478743		7691806	Psilopogon haemacephalus	Psilopogon haemacephalus (P.L.S.Müller, 1776)	Psilopogon haemacephalus		DWC_ARCHIVE	2025-06-12T13:57:36.135Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353660357				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC663573	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC663573	XC663573		Sreekumar Chirukandoth					Indeterminate	Adult			song, call						PRESENT	field recording, in the hand					has background sounds: Cinnyris asiaticus																	2021-06-30	17:00	181	181	2021	6	30	2021-06-30						A bird calling from the raptor enclosure of the zoo.; animal seen:yes; playback used:no					ASIA				IN				Vandalur, Kanchipuram, Tamil Nadu		40 m							12.8809	80.092																																																		Haliastur indus (Boddaert, 1783)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Haliastur	Haliastur			indus			SPECIES		Brahminy Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:36.054Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2480437	2480437	1	44	212	7191147	2877	2480436		2480437	Haliastur indus	Haliastur indus (Boddaert, 1783)	Haliastur indus		DWC_ARCHIVE	2025-06-12T13:57:36.054Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353658467				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665952	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665952	XC665952		Sreekumar Chirukandoth					Indeterminate	Adult			song, call						PRESENT	field recording					has background sounds: Eudynamys scolopaceus|Pycnonotus jocosus|Corvus macrorhynchos|Pycnonotus cafer																	2020-10-17	15:00	291	291	2020	10	17	2020-10-17						See details here <https://ebird.org/checklist/S74923310>; animal seen:yes; playback used:no					ASIA				IN				Kattankulathur, Kanchipuram, Tamil Nadu		50 m							12.8247	80.0363																																																		Ceryle rudis (Linnaeus, 1758)							Animalia|CORACIIFORMES|Alcedinidae	Animalia	Chordata	Aves	Coraciiformes		Alcedinidae				Ceryle	Ceryle			rudis			SPECIES		Pied Kingfisher	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:37.005Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2475679	2475679	1	44	212	1447	2984	2475678		2475679	Ceryle rudis	Ceryle rudis (Linnaeus, 1758)	Ceryle rudis		DWC_ARCHIVE	2025-06-12T13:57:37.005Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353658433				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665295	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665295	XC665295		Sreekumar Chirukandoth					Indeterminate	Adult			song						PRESENT	field recording					has background sounds: Cinnyris asiaticus|Prinia inornata																	2020-10-10	09:30	284	284	2020	10	10	2020-10-10						See details here <https://ebird.org/checklist/S74629723>; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9025	80.2072																																																		Prinia socialis Sykes, 1832							Animalia|PASSERIFORMES|Cisticolidae	Animalia	Chordata	Aves	Passeriformes		Cisticolidae				Prinia	Prinia			socialis			SPECIES		Ashy Prinia	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:36.967Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2492752	2492752	1	44	212	729	9293	2492743		2492752	Prinia socialis	Prinia socialis Sykes, 1832	Prinia socialis		DWC_ARCHIVE	2025-06-12T13:57:36.967Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353657428				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665305	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665305	XC665305		Sreekumar Chirukandoth					Indeterminate	Adult			song, call						PRESENT	field recording					has background sounds: Leptocoma zeylonica																	2020-10-10	10:30	284	284	2020	10	10	2020-10-10						See details here <https://ebird.org/checklist/S74629723>; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9025	80.2072																																																		Lonchura punctulata (Linnaeus, 1758)							Animalia|PASSERIFORMES|Estrildidae	Animalia	Chordata	Aves	Passeriformes		Estrildidae				Lonchura	Lonchura			punctulata			SPECIES		Scaly-breasted Munia	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:00.134Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2493598	2493598	1	44	212	729	5709	2493593		2493598	Lonchura punctulata	Lonchura punctulata (Linnaeus, 1758)	Lonchura punctulata		DWC_ARCHIVE	2025-06-12T13:56:00.134Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353657427				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665297	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665297	XC665297		Sreekumar Chirukandoth					Indeterminate	Adult			alarm call						PRESENT	field recording					has background sounds: Cinnyris asiaticus|Prinia inornata																	2020-10-10	10:30	284	284	2020	10	10	2020-10-10						See details here <https://ebird.org/checklist/S74629723>; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9025	80.2072																																																		Prinia socialis Sykes, 1832							Animalia|PASSERIFORMES|Cisticolidae	Animalia	Chordata	Aves	Passeriformes		Cisticolidae				Prinia	Prinia			socialis			SPECIES		Ashy Prinia	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:00.133Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	2492752	2492752	1	44	212	729	9293	2492743		2492752	Prinia socialis	Prinia socialis Sykes, 1832	Prinia socialis		DWC_ARCHIVE	2025-06-12T13:56:00.133Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353656436				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC665318	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC665318	XC665318		Sreekumar Chirukandoth					Indeterminate	Adult			alarm call						PRESENT	field recording																						2021-07-21	09:00	202	202	2021	7	21	2021-07-21						A small flock flying off as we approach <https://ebird.org/checklist/S92206393?; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		10 m							12.874	80.1857																																																		Lonchura malacca (Linnaeus, 1766)							Animalia|PASSERIFORMES|Estrildidae	Animalia	Chordata	Aves	Passeriformes		Estrildidae				Lonchura	Lonchura			malacca			SPECIES		Tricolored Munia	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:49.816Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2493626	2493626	1	44	212	729	5709	2493593		2493626	Lonchura malacca	Lonchura malacca (Linnaeus, 1766)	Lonchura malacca		DWC_ARCHIVE	2025-06-12T13:56:49.816Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3353656355				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC663576	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC663576	XC663576		Sreekumar Chirukandoth					Indeterminate	Adult			song, call						PRESENT	field recording, in the hand					has background sounds: Corvus splendens																	2021-06-30	17:00	181	181	2021	6	30	2021-06-30						A bird calling from the raptor enclosure of the zoo.; animal seen:yes; playback used:no					ASIA				IN				Vandalur, Kanchipuram, Tamil Nadu		40 m							12.8809	80.092																																																		Haliastur indus (Boddaert, 1783)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Haliastur	Haliastur			indus			SPECIES		Brahminy Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:52.594Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2480437	2480437	1	44	212	7191147	2877	2480436		2480437	Haliastur indus	Haliastur indus (Boddaert, 1783)	Haliastur indus		DWC_ARCHIVE	2025-06-12T13:54:52.594Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3323661532				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC659724	Bhaskar Pandeti						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC659724	XC659724		Bhaskar Pandeti					Male										PRESENT	field recording																						2021-06-26	08:30	177	177	2021	6	26	2021-06-26						animal seen:yes; playback used:no					ASIA				IN				Chennai, Tiruvallur, Tamil Nadu		10 m							13.144	80.2112																																																		Eudynamys scolopaceus (Linnaeus, 1758)							Animalia|CUCULIFORMES|Cuculidae	Animalia	Chordata	Aves	Cuculiformes		Cuculidae				Eudynamys	Eudynamys			scolopaceus			SPECIES		Asian Koel	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:55:56.685Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2496347	2496347	1	44	212	1492	9309	2496346		2496347	Eudynamys scolopaceus	Eudynamys scolopaceus (Linnaeus, 1758)	Eudynamys scolopaceus		DWC_ARCHIVE	2025-06-12T13:55:56.685Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.23_1	Thiruvallur	IND.31.23.10_1	Saidapet	LC
3323656539				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC659725	Bhaskar Pandeti						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC659725	XC659725		Bhaskar Pandeti					Indeterminate	Adult									PRESENT	field recording																						2021-06-28	18:00	179	179	2021	6	28	2021-06-28											ASIA				IN				Chennai, Tiruvallur, Tamil Nadu		10 m							13.144	80.2112																																																		Clamator jacobinus (Boddaert, 1783)							Animalia|CUCULIFORMES|Cuculidae	Animalia	Chordata	Aves	Cuculiformes		Cuculidae				Clamator	Clamator			jacobinus			SPECIES		Jacobin Cuckoo	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:55:56.812Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2496468	2496468	1	44	212	1492	9309	2496463		2496468	Clamator jacobinus	Clamator jacobinus (Boddaert, 1783)	Clamator jacobinus		DWC_ARCHIVE	2025-06-12T13:55:56.812Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.23_1	Thiruvallur	IND.31.23.10_1	Saidapet	LC
3323655536				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC659723	Bhaskar Pandeti						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC659723	XC659723		Bhaskar Pandeti					Male	Adult									PRESENT	field recording																						2021-06-28	12:00	179	179	2021	6	28	2021-06-28						animal seen:yes; playback used:no					ASIA				IN				Chennai, Tiruvallur, Tamil Nadu		10 m							13.1439	80.2127																																																		Eudynamys scolopaceus (Linnaeus, 1758)							Animalia|CUCULIFORMES|Cuculidae	Animalia	Chordata	Aves	Cuculiformes		Cuculidae				Eudynamys	Eudynamys			scolopaceus			SPECIES		Asian Koel	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:51.918Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2496347	2496347	1	44	212	1492	9309	2496346		2496347	Eudynamys scolopaceus	Eudynamys scolopaceus (Linnaeus, 1758)	Eudynamys scolopaceus		DWC_ARCHIVE	2025-06-12T13:54:51.918Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.23_1	Thiruvallur	IND.31.23.10_1	Saidapet	LC
3111497640				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC644733	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC644733	XC644733		Sreekumar Chirukandoth					Indeterminate	Adult			song, call, courtship call/song						PRESENT	field recording					has background sounds: Acridotheres tristis|Cinnyris asiaticus|Pavo cristatus|Corvus splendens|Oriolus kundoo|Pycnonotus cafer																	2021-03-28	07:30	87	87	2021	3	28	2021-03-28						Many birds in courtship display, flying high calling and diving down to sing from a perch <https://ebird.org/checklist/S84243446>; animal seen:yes; playback used:no					ASIA				IN				Mambakkam, Kanchipuram, Tamil Nadu		20 m							12.8101	80.1538																																																		Anthus rufulus Vieillot, 1818							Animalia|PASSERIFORMES|Motacillidae	Animalia	Chordata	Aves	Passeriformes		Motacillidae				Anthus	Anthus			rufulus			SPECIES		Paddyfield Pipit	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:48.758Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2490277	2490277	1	44	212	729	5257	2490241		2490277	Anthus rufulus	Anthus rufulus Vieillot, 1818	Anthus rufulus		DWC_ARCHIVE	2025-06-12T13:56:48.758Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3111495647				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC644738	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC644738	XC644738		Sreekumar Chirukandoth					Indeterminate	Adult			song, call, courtship call/song						PRESENT	field recording					has background sounds: Acridotheres tristis|Corvus macrorhynchos|Tringa glareola|Alcedo atthis																	2021-03-28	07:30	87	87	2021	3	28	2021-03-28						Many birds in courtship display, flying high calling and diving down to sing from a perch <https://ebird.org/checklist/S84243446>; animal seen:yes; playback used:no					ASIA				IN				Mambakkam, Kanchipuram, Tamil Nadu		20 m							12.8101	80.1538																																																		Anthus rufulus Vieillot, 1818							Animalia|PASSERIFORMES|Motacillidae	Animalia	Chordata	Aves	Passeriformes		Motacillidae				Anthus	Anthus			rufulus			SPECIES		Paddyfield Pipit	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:46.741Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2490277	2490277	1	44	212	729	5257	2490241		2490277	Anthus rufulus	Anthus rufulus Vieillot, 1818	Anthus rufulus		DWC_ARCHIVE	2025-06-12T13:56:46.741Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3111487637				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC644735	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC644735	XC644735		Sreekumar Chirukandoth					Indeterminate	Adult			song, call, courtship call/song						PRESENT	field recording					has background sounds: Eudynamys scolopaceus|Cinnyris asiaticus|Oriolus kundoo|Pycnonotus cafer																	2021-03-28	07:30	87	87	2021	3	28	2021-03-28						Many birds in courtship display, flying high calling and diving down to sing from a perch <https://ebird.org/checklist/S84243446>; animal seen:yes; playback used:no					ASIA				IN				Mambakkam, Kanchipuram, Tamil Nadu		20 m							12.8101	80.1538																																																		Anthus rufulus Vieillot, 1818							Animalia|PASSERIFORMES|Motacillidae	Animalia	Chordata	Aves	Passeriformes		Motacillidae				Anthus	Anthus			rufulus			SPECIES		Paddyfield Pipit	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:50.231Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	2490277	2490277	1	44	212	729	5257	2490241		2490277	Anthus rufulus	Anthus rufulus Vieillot, 1818	Anthus rufulus		DWC_ARCHIVE	2025-06-12T13:54:50.231Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
3111487636				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC644717	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC644717	XC644717		Sreekumar Chirukandoth					Indeterminate	Adult			song, call, courtship call/song						PRESENT	field recording					has background sounds: Acridotheres tristis																	2021-03-28	07:30	87	87	2021	3	28	2021-03-28						Many birds in courtship display, flying high calling and diving down to sing from a perch <https://ebird.org/checklist/S84243446>; animal seen:yes; playback used:no					ASIA				IN				Mambakkam, Kanchipuram, Tamil Nadu		20 m							12.8101	80.1538																																																		Anthus rufulus Vieillot, 1818							Animalia|PASSERIFORMES|Motacillidae	Animalia	Chordata	Aves	Passeriformes		Motacillidae				Anthus	Anthus			rufulus			SPECIES		Paddyfield Pipit	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:50.291Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2490277	2490277	1	44	212	729	5257	2490241		2490277	Anthus rufulus	Anthus rufulus Vieillot, 1818	Anthus rufulus		DWC_ARCHIVE	2025-06-12T13:56:50.291Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
